"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"9138393",247305000,"Cargo - Hazard A (Major)","IBFF","Italy [IT]","51714","18427","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=87691&size=","Ro-Ro Cargo","GRANDE MEDITERRANEO"
"9373345",305280000,"Cargo","V2DO4","Antigua Barbuda [AG]","3642","4441","100","66","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=622264&size=","General Cargo","IDA"
"9349681",309374000,"Passenger","C6WW4","Bahamas [BS]","154407","10500","338","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32952&size=","Passengers Ship","INDEPENDENCE OF THE SEAS"
"9192337",308725000,"Tanker - Hazard D (Recognizable)","C6QJ8","Bahamas [BS]","62685","113022","249","21","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=195735&size=","Oil Products Tanker","KANATA SPIRIT"
"9174660",248610000,"Tanker","9HA2434","Malta [MT]","79714","159713","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=34475&size=","Oil Products Tanker","MARAN CAPELLA"
"9416903",376528000,"Other","J8B3817","St Vincent Grenadines","1025","800","48","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1106902&size=","Supply Vessel","SARDIS"
"9240445",258786000,"Tanker","LAXA5","Norway [NO]","70933","120499","249","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38352&size=","Obo Carrier","SKS MERSEY"
"9223289",412055000,"Cargo","BOKF","China [CN]","14184","20257","156","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32803&size=","Heavy Lift Vessel","KANG SHENG KOU"
"9543756",538004411,"Cargo","V7WW7","Marshall Is [MH]","33631","57411","193","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=692794&size=","Bulk Carrier","DESERT HOPE"
"9244611",357284000,"Cargo","HOWP","Panama [PA]","29862","52587","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=387433&size=","Bulk Carrier","BULK NEWPORT"
"9523251",548820000,"Cargo","DUBY","Philippines [PH]","42980","82123","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2188718&size=","Bulk Carrier","EPSON TRADER II"
"7405376",440618000,"Unspecified","DTBW5","Korea [KR]","670","510","55","63","http://www.marinetraffic.com/img/no_photo.png","Fishing Vessel","SAM YOUNG NO.701"
"",412334444,"Cargo","-","China [CN]","","","65","16","http://www.marinetraffic.com/img/no_photo.png","Cargo","DE XING 1"
"9408475",240958000,"Tanker","SVAU9","Greece [GR]","81360","157444","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=189196&size=","Tanker","DELTA OCEAN"
"9343883",240625000,"Cargo","SZRF","Greece [GR]","49973","92475","229","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=153002&size=","Bulk Carrier","PRIGIPOS"
"9535620",305772000,"Cargo","V2QH3","Antigua Barbuda [AG]","8059","10872","145","63","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=598776&size=","General Cargo","STADE"
"",229226000,"Passenger","9HB3033","Malta [MT]","","","20","6","http://www.marinetraffic.com/img/no_photo.png","Passenger","MAMOLINO 2061"
"9252216",352915000,"Cargo","HPFM","Panama [PA]","56439","19879","198","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=320104&size=","Vehicles Carrier","HEROIC ACE"
"",229225000,"Passenger","9HB3032","Malta [MT]","","","20","6","http://www.marinetraffic.com/img/no_photo.png","Passenger","MAMOLINO 2060"
"9116113",224195530,"High Speed Craft","EAES","Spain [ES]","4112","310","81","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=508651&size=","High Speed Craft","JAUME II"
"9521411",248751000,"Tanker - Hazard B","9HA2498","Malta [MT]","3280","4916","96","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1704705&size=","Oil/Chemical Tanker","UMAR 1"
"9324837",538002734,"Cargo - Hazard A (Major)","V7LF2","Marshall Is [MH]","39906","50629","260","05","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=123789&size=","Container Ship","VICKI RICKMERS"
"",999999993,"Unspecified","D/C","-","","","","","http://www.marinetraffic.com/img/no_photo.png","Unspecified","DELTA CHARLIE"
"",704643314,"Pilot Vessel","-","-","","","8","2","http://www.marinetraffic.com/img/no_photo.png","Pilot Vessel","PILOT W"
"",412402590,"Tanker","BKAM","China [CN]","","","83","12","http://www.marinetraffic.com/img/no_photo.png","Tanker","DONG HAI 206"
"",996131601,"Isolated Danger","-","Cameroon [CM]","","","","","http://www.marinetraffic.com/img/no_photo.png","Isolated Danger","EBOME"
"9309629",538005129,"Tanker","V7BF2","Marshall Is [MH]","11986","19999","147","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2031804&size=","Chemical Tanker","CELSIUS MONACO"
"9164249",477207800,"Cargo","VRFC3","Hong Kong [HK]","14120","17525","155","25","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=821054&size=","Container Ship","MAERSK ARIZONA"
"",229693000,"Other","9HB3652","Malta [MT]","","","50","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1960230&size=","Other","FLEURTJE"
"9391660",564061000,"Cargo","9V2497","Singapore [SG]","41483","53139","254","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1399417&size=","Container Ship","SPIRIT OF HAMBURG"
"9315173",636014506,"Tanker","A8UJ6","Liberia [LR]","85421","163216","274","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32125&size=","Crude Oil Tanker","ARCTIC"
"9261401",215871000,"Tanker","9HDM8","Malta [MT]","23235","37296","182","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=332909&size=","Oil/Chemical Tanker","BALTIC WIND"
"7734167",538001814,"Other","V7EJ2","Marshall Is [MH]","7270","8172","112","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=373974&size=","Heavy Load Carrier","EIDE TRADER"
"9164847",538005736,"Tanker","V7GO7","Marshall Is [MH]","160036","310137","333","58","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1574778&size=","Crude Oil Tanker","ARMADA ULYSSES"
"9273351",538005356,"Tanker","V7CZ9","Marshall Is [MH]","28059","45915","179","88","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=46154&size=","Oil Products Tanker","ETERNAL SUNSHINE"
"9326158",356744000,"Cargo","3EOL2","Panama [PA]","40028","77376","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=101122&size=","Bulk Carrier","MITOSE"
"9296262",538002548,"Cargo","V7JN6","Marshall Is [MH]","38895","75580","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=27106&size=","Bulk Carrier","YASA UNITY"
"9295567",564076000,"Cargo","9V8716","Singapore [SG]","19885","32400","177","28","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2051494&size=","Bulk Carrier","IVS KANDA"
"9017862",228168000,"Fishing","FGRS","France [FR]","1737","1361","78","33","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=656658&size=","Fishing Vessel","VIA EUROS"
"9308883",372056000,"Cargo","3EIB2","Panama [PA]","62571","21402","199","94","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=528947&size=","Vehicles Carrier","CEPHEUS LEADER"
"9628817",636092259,"Cargo","A8ZN6","Liberia [LR]","24245","34500","180","29","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1458014&size=","Bulk Carrier","RENATE"
"",235104655,"Sailing Vessel","2HLP6","United Kingdom [GB]","","","12","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2060045&size=","Sailing Vessel","GREY GOOSE"
"9404338",357100000,"Cargo","H9XL","Panama [PA]","43717","80372","229","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=146715&size=","Bulk Carrier","LUCKY SUNDAY"
"",255401480,"Other","-","Portugal [PT]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2052735&size=","Other","GAVINA"
"9149770",403523001,"Cargo - Hazard D (Recognizable)","HZEP","Saudi Arabia [SA]","48154","49993","276","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=74277&size=","Container Ship","SUDAIR"
"1011599",319693000,"Pleasure Craft","ZGCI8","Cayman Is [KY]","1887","","78","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=905449&size=","Yacht","HAMPSHIRE II"
"9470143",256824000,"Cargo","9HDH9","Malta [MT]","10784","16987","151","1","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=961956&size=","Bulk Carrier","POLARIS BEAUTY"
"9309447",371752000,"Cargo - Hazard A (Major)","3EEB3","Panama [PA]","94489","114108","331","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=297653&size=","Container Ship","MSC RANIA"
"9417751",636013794,"Tanker","A8PL6","Liberia [LR]","42010","73723","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=152690&size=","Oil Products Tanker","LIA"
"9622758",229594000,"Cargo","9HA3431","Malta [MT]","7370","11500","131","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1457021&size=","General Cargo","YM AMAZON"
"9526916",477628400,"Cargo","VRJC9","Hong Kong [HK]","89097","94267","299","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=825480&size=","Container Ship","MAERSK LETICIA"
"9566643",351443000,"Cargo","3EYS9","Panama [PA]","31508","56108","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1278601&size=","Bulk Carrier","LOCH CRINAN"
"9525364",477083700,"Cargo","VRJT4","Hong Kong [HK]","50869","61614","249","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=718107&size=","Container Ship","SAFMARINE CHILKA"
"9349461",305780000,"Cargo","V2FS4","Antigua Barbuda [AG]","6668","9705","106","96","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=838935&size=","General Cargo","JRS MIRA"
"9288928",538090338,"Tanker","V7HF8","Marshall Is [MH]","25108","40327","176","31","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=385451&size=","Chemical Tanker","CAPE BEALE"
"",242910000,"Other","CNA2221","Morocco [MA]","","","24","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1674062&size=","Other","ANDALUSS 2"
"9639452",414101000,"Dredger","BKQC5","China [CN]","32793","37904","195","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1492420&size=","Heavy Lift Vessel","XIA ZHI YUAN 6"
"",242977000,"Unspecified","CNA4434","Morocco [MA]","","","27","7","http://www.marinetraffic.com/img/no_photo.png","Unspecified","CADAMA II"
"9525455",477792900,"Cargo","VRJU8","Hong Kong [HK]","50869","65458","249","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1110586&size=","Container Ship","MAERSK CABO VERDE"
"7647479",242139100,"Fishing","CNA4697","Morocco [MA]","568","600","46","66","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=151933&size=","Trawler","KARELIA"
"",992246852,"Reference Point","-","Spain [ES]","","","73","2","http://www.marinetraffic.com/img/no_photo.png","Reference Point","MEETING POINT"
"",112233445,"Pleasure Craft","0123","-","","","19","8","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","MAGIC LIVE"
"9075711",257714000,"Cargo","LAKQ7","Norway [NO]","56164","21414","199","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=220768&size=","Vehicles Carrier","HOEGH TROOPER"
"9539444",373465000,"Cargo","3FDN7","Panama [PA]","21213","33628","180","29","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=932609&size=","Bulk Carrier","SKALA"
"",412440265,"Fishing","-","China [CN]","","","46","8","http://www.marinetraffic.com/img/no_photo.png","Fishing","FUYUANYU360"
"9234226",636016153,"Cargo","D5ES6","Liberia [LR]","28085","48913","189","96","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=733490&size=","Bulk Carrier","STEEL VISION"
"",999123456,"Tug","0999","-","","","28","7","http://www.marinetraffic.com/img/no_photo.png","Tug","LUJININGTUO0999"
"9291573",215825000,"Tanker","9HCA8","Malta [MT]","3466","5136","102","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=92511&size=","Oil/Chemical Tanker","BOMAR JUNO"
"9616802",566741000,"Cargo","9V5625","Singapore [SG]","29015","38887","222","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1128549&size=","Container Ship","KOTA GAYA"
"9637210",477243400,"Cargo","VRLG7","Hong Kong [HK]","36332","63800","199","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1485202&size=","Bulk Carrier","AMBER CHAMPION"
"9491812",311038400,"Tanker","C6YN2","Bahamas [BS]","100723","82834","285","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1045980&size=","LNG Tanker","CUBAL"
"9120803",564570000,"Cargo","9V9043","Singapore [SG]","77255","150393","273","43","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1205362&size=","Bulk Carrier","ORE MOATIZE"
"",613002900,"Other","FV8573","Cameroon [CM]","","","","","http://www.marinetraffic.com/img/no_photo.png","Other","IKELE O"
"",273362550,"Unspecified","UBJJ8","Russia [RU]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1783638&size=","Unspecified","URAL-31"
"9248497",636011436,"Tanker","ELZF3","Liberia [LR]","156916","299164","330","60","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1064247&size=","Oil Products Tanker","FRONT PAGE"
"9412880",310584000,"Tanker - Hazard A (Major)","ZCEB2","Bermuda [BM]","109004","86125","290","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=326575&size=","LNG Tanker","METHANE JULIA LOUISE"
"9452323",209152000,"Cargo","5BDY3","Cyprus [CY]","6680","8500","131","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=387865&size=","General Cargo","SAINT GEORGE"
"9263708",220407000,"Tanker","OYTD2","Denmark [DK]","30024","46219","121","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=30264&size=","Oil/Chemical Tanker","TORM CARINA"
"9263978",576032000,"Cargo","YJUR9","Vanuatu [VU]","2421","1074","60","17","http://www.marinetraffic.com/img/no_photo.png","Offshore Supply Ship","WIGGINS TIDE"
"",619005000,"Military Ops","TUXB","Ivory Coast [CI]","","","33","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1651791&size=","Military Ops","LEMERGENCE"
"9527764",215691000,"Tanker","9HA2785","Malta [MT]","7386","9438","128","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=956027&size=","Chemical Tanker","BLUE STAR"
"8904460",563034000,"Tanker","9VBP2","Singapore [SG]","79902","145242","274","44","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=23253&size=","Floating Storage/Production","ALLAN"
"9456434",477628900,"Cargo","VRJB2","Hong Kong [HK]","33036","56745","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1177983&size=","Bulk Carrier","PORT CANTON"
"9507790",636092151,"Cargo","A8XQ6","Liberia [LR]","32672","56000","187","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=630998&size=","Bulk Carrier","E.R.BRISTOL"
"9379210",309504000,"Tanker","C6XA2","Bahamas [BS]","85030","159021","274","64","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1483110&size=","Oil Products Tanker","SHENLONG SPIRIT"
"9619426",636015664,"Cargo - Hazard A (Major)","D5CC7","Liberia [LR]","94017","112516","299","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1012154&size=","Container Ship","MSC ALTAMIRA"
"9507013",253374000,"Unspecified","LXZQ","Luxembourg [LU]","2537","2930","73","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=917634&size=","Supply Vessel","BOURBON HERALD"
"9509011",636014252,"Tanker","A8SM7","Liberia [LR]","85362","149998","276","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=455801&size=","Crude Oil Tanker","MOUNT FUJI"
"",244630249,"Sailing Vessel","PC3782","Netherlands [NL]","","","24","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1132779&size=","Sailing Vessel","BRISE"
"9116369",356749000,"Cargo - Hazard D (Recognizable)","3FVE5","Panama [PA]","30280","35966","201","53","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=318833&size=","Container Ship","MSC SENA"
"7393169",357229000,"Reserved","HO2883","Panama [PA]","964","1010","57","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=310691&size=","Research/Survey Vessel","SEA TRIDENT"
"9373541",235059768,"Cargo","2AHU4","United Kingdom [GB]","2990","5000","89","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1013110&size=","General Cargo","NICOLE C"
"",635000720,"Passenger","FGG3033","Antarctica [AQ]","","","18","4","http://www.marinetraffic.com/img/no_photo.png","Passenger","SURFER 1891"
"9590101",538004241,"Cargo","V7VY4","Marshall Is [MH]","44282","81316","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=653230&size=","Bulk Carrier","KROUSSON"
"9216846",209283000,"Cargo - Hazard A (Major)","5BEM3","Cyprus [CY]","7360","8461","127","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=64905&size=","Container Ship","OPDR TENERIFE"
"9324435",240615000,"Tanker","SVCC","Greece [GR]","97496","84554","285","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=66422&size=","LNG Tanker","AL JASSASIYA"
"",242901000,"Pilot Vessel","CNA4266","Morocco [MA]","","","15","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=112051&size=","Pilot Vessel","VB MOUSSA"
"",334771000,"Other","V4IK2","Honduras [HN]","","","51","12","http://www.marinetraffic.com/img/no_photo.png","Other","AFRICA SUPPORT 3"
"",263921540,"Sailing Vessel","CRA4996","Portugal [PT]","","","14","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=549486&size=","Sailing Vessel","BAZZA"
"9660279",477766700,"Cargo","VRKO2","Hong Kong [HK]","20218","32500","177","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=943833&size=","Bulk Carrier","HONGXIN OCEAN"
"9290880",357780000,"Cargo","H8ZG","Panama [PA]","88548","177325","289","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=311544&size=","Bulk Carrier","SOUTHERN WISDOM"
"7518965",353444000,"Tug","HO3483","Panama [PA]","1487","2646","66","76","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=684664&size=","Tug","TSAVLIRIS HELLAS"
"9424883",310610000,"Passenger","ZCEE2","Bermuda [BM]","115055","8044","289","61","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=204354&size=","Passengers Ship","AZURA"
"",225939760,"Sailing Vessel","-","Spain [ES]","","","15","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2235969&size=","Sailing Vessel","ADRIAN HOTELES"
"9413925",212450000,"Cargo","5BNN2","Cyprus [CY]","19814","30770","184","98","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1873234&size=","Bulk Carrier","ANDEAN"
"8916255",351855000,"Tanker","H8QY","Panama [PA]","19081","35652","174","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=437226&size=","Chemical Tanker","BAHIA DAMAS"
"7385473",224473000,"Other","EGOR","Spain [ES]","822","916","56","1","http://www.marinetraffic.com/img/no_photo.png","Trawler","MATXIKORTA"
"9632014",563231000,"Cargo","S6NV","Singapore [SG]","151015","150166","368","82","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2188103&size=","Container Ship","APL MERLION"
"",273351390,"Sailing Vessel","-","Russia [RU]","","","13","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1756676&size=","Sailing Vessel","ALABAY"
"9104158",518100164,"Cargo","E5U3109","Cook Is [CK]","15950","26472","169","51","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=727676&size=","Bulk Carrier","MARAKI"
"9570864",636092084,"Cargo","A8WI8","Liberia [LR]","50697","92500","230","38","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=715571&size=","Bulk Carrier","PIAVIA"
"9579547",636015879,"Tanker","D5DH3","Liberia [LR]","84216","157787","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1689798&size=","Crude Oil Tanker","ALMI EXPLORER"
"8820743",377312000,"Other","J8B4233","St Vincent Grenadines","458","271","31","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1868296&size=","Pusher Tug","DIOS"
"9487067",477051400,"Cargo","VRFZ6","Hong Kong [HK]","19994","31785","177","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=754361&size=","Timber Carrier","GREAT REWARD"
"",227529290,"Sailing Vessel","FI7268","France [FR]","","","13","5","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","TRIMANOA"
"9391957",248159000,"Tanker - Hazard A (Major)","9HA2214","Malta [MT]","27015","47329","182","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=305918&size=","Oil Products Tanker","ZAPPHIRE"
"9504140",246699000,"Cargo","PCKY","Netherlands [NL]","6687","11000","132","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=471919&size=","Cargo/Containership","FLINTER ALAND"
"",224000240,"Fishing","EHGZ","Spain [ES]","","","32","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1720095&size=","Fishing","ZERUKO ERREGINA"
"9610183",311052900,"Other","C6ZD4","Bahamas [BS]","7709","4350","84","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=963273&size=","Research/Survey Vessel","POLARCUS ADIRA"
"9434527",354736000,"Cargo","3FPC2","Panama [PA]","36925","62924","199","98","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=258178&size=","General Cargo","KIWI ARROW"
"9040962",271002144,"Cargo","TCBK7","Turkey [TR]","1488","2481","75","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=625982&size=","General Cargo","MUAMMER YAAGCI"
"9471214",428041000,"Cargo - Hazard A (Major)","4XFA","Israel [IL]","40542","50088","261","06","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=358760&size=","Container Ship","ZIM TARRAGONA"
"9377846",305647000,"Cargo","V2FF9","Antigua Barbuda [AG]","8395","11185","129","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=860695&size=","General Cargo","HC OPAL"
"9577991",566517000,"Tanker","9V9993","Singapore [SG]","5036","4994","99","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1031034&size=","LPG Tanker","JS CAESAR"
"9449340",319012500,"Cargo","ZCYZ5","Cayman Is [KY]","23456","34408","180","29","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=384375&size=","Bulk Carrier","FOUR AIDA"
"9624110",538005066,"Cargo","V7AT9","Marshall Is [MH]","43987","81500","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2137742&size=","Bulk Carrier","AM BUCHANAN"
"9161297",248931000,"Cargo - Hazard A (Major)","9HA2581","Malta [MT]","37579","42960","242","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=279277&size=","Container Ship","MSC PAOLA"
"8706090",214182206,"Tanker","ERVF","Moldova [MD]","22733","40077","176","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=104633&size=","Oil Products Tanker","NORTE"
"8419702",352649000,"Unspecified","HOAU","Panama [PA]","35953","44552","241","1","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=401298&size=","Container Ship","MSC NOA"
"9108386",249715000,"Cargo - Hazard D (Recognizable)","9HYU9","Malta [MT]","14241","18447","158","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=631464&size=","Container Ship","BOXY LADY"
"9366122",566837000,"Cargo","9V7734","Singapore [SG]","6668","9302","107","01","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1437135&size=","General Cargo","SEA CARRIER"
"9386287",563502000,"Reserved","9VGX4","Singapore [SG]","2218","3250","73","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1183958&size=","Supply Vessel","PACIFIC AURORA"
"9150822",636013073,"Unspecified","A8KK4","Liberia [LR]","15058","14726","154","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=234585&size=","Reefer","COSTA RICAN STAR"
"8210118",356786000,"Other","HP9264","Panama [PA]","855","1260","57","71","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=55075&size=","Offshore Supply Ship","7 SEAS"
"9294989",211693000,"Cargo","DNDD","Germany [DE]","94483","108180","332","41","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=57116&size=","Container Ship","NORTHERN JULIE"
"9186302",258774000,"Cargo","LAKB6","Norway [NO]","58684","21200","199","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=98289&size=","Vehicles Carrier","HOEGH TROVE"
"9153783",564488000,"Cargo","9VIG","Singapore [SG]","44219","13695","179","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1000798&size=","Vehicles Carrier","HOEGH PUSAN"
"8739932",224026860,"Cargo","EBSY","Spain [ES]","74","","25","5","http://www.marinetraffic.com/img/no_photo.png","Trawler","HERMANOS DELGADO"
"9480693",377788000,"Reserved","J8B4159","St Vincent Grenadines","2958","1026","70","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1653424&size=","Multi Purpose Offshore Vessel","MAGDA"
"9146118",271002564,"Cargo","TCTC5","Turkey [TR]","6000","10106","113","33","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=120492&size=","Bulk Carrier","DIAMOND CANAKKALE"
"",224147740,"Other","-","Spain [ES]","","","29","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1066423&size=","Other","NUEVO JUAN SANTANA"
"8618308",352012000,"Cargo - Hazard A (Major)","3EUN6","Panama [PA]","52191","67610","294","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=909850&size=","Container Ship","MSC CAROLE"
"9321536",220499000,"Cargo - Hazard A (Major)","OXHY2","Denmark [DK]","170794","158200","397","71","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=291559&size=","Container Ship","ELLY MAERSK"
"9672040",372831000,"Cargo","H3WS","Panama [PA]","36518","63155","199","9","http://www.marinetraffic.com/img/no_photo.png","Bulk Carrier","KMARIN BUSAN"
"9636072",631082002,"Other","3CABI","Equ. Guinea [GQ]","998","1000","77","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=695539&size=","Landing Craft","ASEMAR"
"",258989570,"Sailing Vessel","LI9165","Norway [NO]","","","13","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1726222&size=","Sailing Vessel","VICTORIA"
"9558024",235080635,"Cargo","2DNZ7","United Kingdom [GB]","4151","6250","106","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1409019&size=","General Cargo","KELLY C"
"9351361",305211000,"Cargo","V2DG9","Antigua Barbuda [AG]","8407","11184","129","58","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=149433&size=","General Cargo","NORMED ANTWERPEN"
"9126364",211238930,"Fishing","DQLI","Germany [DE]","7278","7000","116","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=287157&size=","Fishing Vessel","HELEN MARY"
"9470923",240706000,"Cargo","SWIB","Greece [GR]","89990","177720","292","46","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=408066&size=","Bulk Carrier","ANANGEL HAPPINESS"
"",263405550,"Fishing","CUGW","Portugal [PT]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1223545&size=","Fishing","JAMAICA"
